2040-12-05 00:45:00 | TZ202 | Narrow | pos=7 | open=2040-12-04 21:45:00 | close=2040-12-05 00:15:00 | carousel=UNASSIGNED
2040-12-05 07:20:00 | MI64 | Wide | pos=3 | open=2040-12-05 04:20:00 | close=2040-12-05 06:50:00 | carousel=UNASSIGNED
2040-12-05 07:20:00 | TR3625 | Wide | pos=3 | open=2040-12-05 04:20:00 | close=2040-12-05 06:50:00 | carousel=UNASSIGNED
2040-12-05 07:25:00 | MI20 | Wide | pos=3 | open=2040-12-05 04:25:00 | close=2040-12-05 06:55:00 | carousel=UNASSIGNED
2040-12-05 07:25:00 | MI22 | Wide | pos=3 | open=2040-12-05 04:25:00 | close=2040-12-05 06:55:00 | carousel=UNASSIGNED
2040-12-05 07:30:00 | MI436 | Wide | pos=3 | open=2040-12-05 04:30:00 | close=2040-12-05 07:00:00 | carousel=UNASSIGNED
2040-12-05 07:30:00 | TR5003 | Wide | pos=3 | open=2040-12-05 04:30:00 | close=2040-12-05 07:00:00 | carousel=UNASSIGNED
2040-12-05 07:35:00 | TR3667 | Wide | pos=3 | open=2040-12-05 04:35:00 | close=2040-12-05 07:05:00 | carousel=UNASSIGNED
2040-12-05 07:40:00 | MI234 | Wide | pos=3 | open=2040-12-05 04:40:00 | close=2040-12-05 07:10:00 | carousel=UNASSIGNED
2040-12-05 07:45:00 | MI602 | Wide | pos=3 | open=2040-12-05 04:45:00 | close=2040-12-05 07:15:00 | carousel=UNASSIGNED
2040-12-05 07:50:00 | TR3627 | Wide | pos=3 | open=2040-12-05 04:50:00 | close=2040-12-05 07:20:00 | carousel=UNASSIGNED
2040-12-05 07:55:00 | TR3601 | Wide | pos=3 | open=2040-12-05 04:55:00 | close=2040-12-05 07:25:00 | carousel=UNASSIGNED
2040-12-05 08:00:00 | TZ3621 | Narrow | pos=7 | open=2040-12-05 05:00:00 | close=2040-12-05 07:30:00 | carousel=UNASSIGNED
2040-12-05 08:00:00 | TR2152 | Wide | pos=3 | open=2040-12-05 05:00:00 | close=2040-12-05 07:30:00 | carousel=UNASSIGNED
2040-12-05 08:00:00 | MI922 | Wide | pos=3 | open=2040-12-05 05:00:00 | close=2040-12-05 07:30:00 | carousel=UNASSIGNED
2040-12-05 08:05:00 | TR1996 | Wide | pos=3 | open=2040-12-05 05:05:00 | close=2040-12-05 07:35:00 | carousel=UNASSIGNED
2040-12-05 08:10:00 | TZ3604 | Narrow | pos=7 | open=2040-12-05 05:10:00 | close=2040-12-05 07:40:00 | carousel=UNASSIGNED
2040-12-05 08:10:00 | TR2274 | Wide | pos=3 | open=2040-12-05 05:10:00 | close=2040-12-05 07:40:00 | carousel=UNASSIGNED
2040-12-05 08:15:00 | TR1994 | Wide | pos=3 | open=2040-12-05 05:15:00 | close=2040-12-05 07:45:00 | carousel=UNASSIGNED
2040-12-05 08:20:00 | MI3640 | Wide | pos=3 | open=2040-12-05 05:20:00 | close=2040-12-05 07:50:00 | carousel=UNASSIGNED
2040-12-05 08:20:00 | TR2782 | Wide | pos=3 | open=2040-12-05 05:20:00 | close=2040-12-05 07:50:00 | carousel=UNASSIGNED
2040-12-05 08:20:00 | MI2493 | Wide | pos=3 | open=2040-12-05 05:20:00 | close=2040-12-05 07:50:00 | carousel=UNASSIGNED
2040-12-05 08:25:00 | TR2106 | Wide | pos=3 | open=2040-12-05 05:25:00 | close=2040-12-05 07:55:00 | carousel=UNASSIGNED
2040-12-05 08:30:00 | MI3624 | Wide | pos=3 | open=2040-12-05 05:30:00 | close=2040-12-05 08:00:00 | carousel=UNASSIGNED
2040-12-05 08:30:00 | MI802 | Wide | pos=3 | open=2040-12-05 05:30:00 | close=2040-12-05 08:00:00 | carousel=UNASSIGNED
2040-12-05 08:30:00 | MI1979 | Wide | pos=3 | open=2040-12-05 05:30:00 | close=2040-12-05 08:00:00 | carousel=UNASSIGNED
2040-12-05 08:30:00 | TR94 | Wide | pos=3 | open=2040-12-05 05:30:00 | close=2040-12-05 08:00:00 | carousel=UNASSIGNED
2040-12-05 08:30:00 | TR3611 | Wide | pos=3 | open=2040-12-05 05:30:00 | close=2040-12-05 08:00:00 | carousel=UNASSIGNED
2040-12-05 08:30:00 | MI162 | Wide | pos=3 | open=2040-12-05 05:30:00 | close=2040-12-05 08:00:00 | carousel=UNASSIGNED
2040-12-05 08:35:00 | TR2662 | Wide | pos=3 | open=2040-12-05 05:35:00 | close=2040-12-05 08:05:00 | carousel=UNASSIGNED
2040-12-05 08:50:00 | TZ5513 | Narrow | pos=7 | open=2040-12-05 05:50:00 | close=2040-12-05 08:20:00 | carousel=UNASSIGNED
2040-12-05 08:55:00 | TR2994 | Wide | pos=3 | open=2040-12-05 05:55:00 | close=2040-12-05 08:25:00 | carousel=UNASSIGNED
2040-12-05 09:00:00 | TR2428 | Wide | pos=3 | open=2040-12-05 06:00:00 | close=2040-12-05 08:30:00 | carousel=UNASSIGNED
2040-12-05 09:00:00 | TR92 | Wide | pos=3 | open=2040-12-05 06:00:00 | close=2040-12-05 08:30:00 | carousel=UNASSIGNED
2040-12-05 09:00:00 | MI588 | Wide | pos=3 | open=2040-12-05 06:00:00 | close=2040-12-05 08:30:00 | carousel=UNASSIGNED
2040-12-05 09:05:00 | MI3633 | Wide | pos=3 | open=2040-12-05 06:05:00 | close=2040-12-05 08:35:00 | carousel=UNASSIGNED
2040-12-05 09:10:00 | MI412 | Wide | pos=3 | open=2040-12-05 06:10:00 | close=2040-12-05 08:40:00 | carousel=UNASSIGNED
2040-12-05 09:25:00 | MI296 | Wide | pos=3 | open=2040-12-05 06:25:00 | close=2040-12-05 08:55:00 | carousel=UNASSIGNED
2040-12-05 09:30:00 | TR1988 | Wide | pos=3 | open=2040-12-05 06:30:00 | close=2040-12-05 09:00:00 | carousel=UNASSIGNED
2040-12-05 09:35:00 | TR2502 | Wide | pos=3 | open=2040-12-05 06:35:00 | close=2040-12-05 09:05:00 | carousel=UNASSIGNED
2040-12-05 09:35:00 | TR3603 | Wide | pos=3 | open=2040-12-05 06:35:00 | close=2040-12-05 09:05:00 | carousel=UNASSIGNED
2040-12-05 09:45:00 | TR2454 | Wide | pos=3 | open=2040-12-05 06:45:00 | close=2040-12-05 09:15:00 | carousel=UNASSIGNED
2040-12-05 10:00:00 | TR2308 | Wide | pos=3 | open=2040-12-05 07:00:00 | close=2040-12-05 09:30:00 | carousel=UNASSIGNED
2040-12-05 10:00:00 | TR2916 | Wide | pos=3 | open=2040-12-05 07:00:00 | close=2040-12-05 09:30:00 | carousel=UNASSIGNED
2040-12-05 10:05:00 | TR2182 | Wide | pos=3 | open=2040-12-05 07:05:00 | close=2040-12-05 09:35:00 | carousel=UNASSIGNED
2040-12-05 10:10:00 | TZ5501 | Narrow | pos=7 | open=2040-12-05 07:10:00 | close=2040-12-05 09:40:00 | carousel=UNASSIGNED
2040-12-05 10:10:00 | TZ5503 | Narrow | pos=7 | open=2040-12-05 07:10:00 | close=2040-12-05 09:40:00 | carousel=UNASSIGNED
2040-12-05 10:15:00 | TR2278 | Wide | pos=3 | open=2040-12-05 07:15:00 | close=2040-12-05 09:45:00 | carousel=UNASSIGNED
2040-12-05 10:20:00 | TR2154 | Wide | pos=3 | open=2040-12-05 07:20:00 | close=2040-12-05 09:50:00 | carousel=UNASSIGNED
2040-12-05 10:25:00 | TR3659 | Wide | pos=3 | open=2040-12-05 07:25:00 | close=2040-12-05 09:55:00 | carousel=UNASSIGNED
2040-12-05 10:25:00 | TZ82 | Narrow | pos=7 | open=2040-12-05 07:25:00 | close=2040-12-05 09:55:00 | carousel=UNASSIGNED
2040-12-05 10:30:00 | TR1984 | Wide | pos=3 | open=2040-12-05 07:30:00 | close=2040-12-05 10:00:00 | carousel=UNASSIGNED
2040-12-05 10:45:00 | TZ3602 | Narrow | pos=7 | open=2040-12-05 07:45:00 | close=2040-12-05 10:15:00 | carousel=UNASSIGNED
2040-12-05 11:00:00 | TR2742 | Wide | pos=3 | open=2040-12-05 08:00:00 | close=2040-12-05 10:30:00 | carousel=UNASSIGNED
2040-12-05 11:00:00 | TZ226 | Narrow | pos=7 | open=2040-12-05 08:00:00 | close=2040-12-05 10:30:00 | carousel=UNASSIGNED
2040-12-05 11:00:00 | TR2640 | Wide | pos=3 | open=2040-12-05 08:00:00 | close=2040-12-05 10:30:00 | carousel=UNASSIGNED
2040-12-05 11:25:00 | TZ5511 | Narrow | pos=7 | open=2040-12-05 08:25:00 | close=2040-12-05 10:55:00 | carousel=UNASSIGNED
2040-12-05 11:55:00 | TR2176 | Wide | pos=3 | open=2040-12-05 08:55:00 | close=2040-12-05 11:25:00 | carousel=UNASSIGNED
2040-12-05 12:00:00 | TR84 | Wide | pos=3 | open=2040-12-05 09:00:00 | close=2040-12-05 11:30:00 | carousel=UNASSIGNED
2040-12-05 12:00:00 | TR3631 | Wide | pos=3 | open=2040-12-05 09:00:00 | close=2040-12-05 11:30:00 | carousel=UNASSIGNED
2040-12-05 12:00:00 | TR2996 | Wide | pos=3 | open=2040-12-05 09:00:00 | close=2040-12-05 11:30:00 | carousel=UNASSIGNED
2040-12-05 12:15:00 | TZ206 | Narrow | pos=7 | open=2040-12-05 09:15:00 | close=2040-12-05 11:45:00 | carousel=UNASSIGNED
2040-12-05 12:15:00 | TZ5525 | Narrow | pos=7 | open=2040-12-05 09:15:00 | close=2040-12-05 11:45:00 | carousel=UNASSIGNED
2040-12-05 12:30:00 | TZ8 | Narrow | pos=7 | open=2040-12-05 09:30:00 | close=2040-12-05 12:00:00 | carousel=UNASSIGNED
2040-12-05 12:35:00 | TR2104 | Wide | pos=3 | open=2040-12-05 09:35:00 | close=2040-12-05 12:05:00 | carousel=UNASSIGNED
2040-12-05 12:50:00 | TR3615 | Wide | pos=3 | open=2040-12-05 09:50:00 | close=2040-12-05 12:20:00 | carousel=UNASSIGNED
2040-12-05 12:50:00 | TR3647 | Wide | pos=3 | open=2040-12-05 09:50:00 | close=2040-12-05 12:20:00 | carousel=UNASSIGNED
2040-12-05 12:55:00 | TR2904 | Wide | pos=3 | open=2040-12-05 09:55:00 | close=2040-12-05 12:25:00 | carousel=UNASSIGNED
2040-12-05 13:00:00 | TR8 | Wide | pos=3 | open=2040-12-05 10:00:00 | close=2040-12-05 12:30:00 | carousel=UNASSIGNED
2040-12-05 13:00:00 | TR2324 | Wide | pos=3 | open=2040-12-05 10:00:00 | close=2040-12-05 12:30:00 | carousel=UNASSIGNED
2040-12-05 13:20:00 | TR3629 | Wide | pos=3 | open=2040-12-05 10:20:00 | close=2040-12-05 12:50:00 | carousel=UNASSIGNED
2040-12-05 13:20:00 | TR2132 | Wide | pos=3 | open=2040-12-05 10:20:00 | close=2040-12-05 12:50:00 | carousel=UNASSIGNED
2040-12-05 13:35:00 | TR3669 | Wide | pos=3 | open=2040-12-05 10:35:00 | close=2040-12-05 13:05:00 | carousel=UNASSIGNED
2040-12-05 14:00:00 | TZ5515 | Narrow | pos=7 | open=2040-12-05 11:00:00 | close=2040-12-05 13:30:00 | carousel=UNASSIGNED
2040-12-05 14:00:00 | TR2066 | Wide | pos=3 | open=2040-12-05 11:00:00 | close=2040-12-05 13:30:00 | carousel=UNASSIGNED
2040-12-05 14:00:00 | TZ3607 | Narrow | pos=7 | open=2040-12-05 11:00:00 | close=2040-12-05 13:30:00 | carousel=UNASSIGNED
2040-12-05 14:00:00 | TR2702 | Wide | pos=3 | open=2040-12-05 11:00:00 | close=2040-12-05 13:30:00 | carousel=UNASSIGNED
2040-12-05 14:30:00 | TR2424 | Wide | pos=3 | open=2040-12-05 11:30:00 | close=2040-12-05 14:00:00 | carousel=UNASSIGNED
2040-12-05 14:30:00 | TR80 | Wide | pos=3 | open=2040-12-05 11:30:00 | close=2040-12-05 14:00:00 | carousel=UNASSIGNED
2040-12-05 14:40:00 | TR2458 | Wide | pos=3 | open=2040-12-05 11:40:00 | close=2040-12-05 14:10:00 | carousel=UNASSIGNED
2040-12-05 15:20:00 | TR2288 | Wide | pos=3 | open=2040-12-05 12:20:00 | close=2040-12-05 14:50:00 | carousel=UNASSIGNED
2040-12-05 15:20:00 | TR2482 | Wide | pos=3 | open=2040-12-05 12:20:00 | close=2040-12-05 14:50:00 | carousel=UNASSIGNED
2040-12-05 15:30:00 | TR2328 | Wide | pos=3 | open=2040-12-05 12:30:00 | close=2040-12-05 15:00:00 | carousel=UNASSIGNED
2040-12-05 15:30:00 | TR2112 | Wide | pos=3 | open=2040-12-05 12:30:00 | close=2040-12-05 15:00:00 | carousel=UNASSIGNED
2040-12-05 15:55:00 | TR2476 | Wide | pos=3 | open=2040-12-05 12:55:00 | close=2040-12-05 15:25:00 | carousel=UNASSIGNED
2040-12-05 16:00:00 | TR1978 | Wide | pos=3 | open=2040-12-05 13:00:00 | close=2040-12-05 15:30:00 | carousel=UNASSIGNED
2040-12-05 16:05:00 | TZ5509 | Narrow | pos=7 | open=2040-12-05 13:05:00 | close=2040-12-05 15:35:00 | carousel=UNASSIGNED
2040-12-05 16:15:00 | TR1976 | Wide | pos=3 | open=2040-12-05 13:15:00 | close=2040-12-05 15:45:00 | carousel=UNASSIGNED
2040-12-05 16:20:00 | TR3607 | Wide | pos=3 | open=2040-12-05 13:20:00 | close=2040-12-05 15:50:00 | carousel=UNASSIGNED
2040-12-05 16:35:00 | TR2464 | Wide | pos=3 | open=2040-12-05 13:35:00 | close=2040-12-05 16:05:00 | carousel=UNASSIGNED
2040-12-05 16:45:00 | TZ5517 | Narrow | pos=7 | open=2040-12-05 13:45:00 | close=2040-12-05 16:15:00 | carousel=UNASSIGNED
2040-12-05 17:00:00 | TR3653 | Wide | pos=3 | open=2040-12-05 14:00:00 | close=2040-12-05 16:30:00 | carousel=UNASSIGNED
2040-12-05 17:00:00 | TR2068 | Wide | pos=3 | open=2040-12-05 14:00:00 | close=2040-12-05 16:30:00 | carousel=UNASSIGNED
2040-12-05 17:10:00 | TZ108 | Narrow | pos=7 | open=2040-12-05 14:10:00 | close=2040-12-05 16:40:00 | carousel=UNASSIGNED
2040-12-05 17:30:00 | TR2656 | Wide | pos=3 | open=2040-12-05 14:30:00 | close=2040-12-05 17:00:00 | carousel=UNASSIGNED
2040-12-05 17:35:00 | TZ302 | Narrow | pos=7 | open=2040-12-05 14:35:00 | close=2040-12-05 17:05:00 | carousel=UNASSIGNED
2040-12-05 17:35:00 | TR3637 | Wide | pos=3 | open=2040-12-05 14:35:00 | close=2040-12-05 17:05:00 | carousel=UNASSIGNED
2040-12-05 17:35:00 | TZ336 | Narrow | pos=7 | open=2040-12-05 14:35:00 | close=2040-12-05 17:05:00 | carousel=UNASSIGNED
2040-12-05 17:40:00 | TR3666 | Wide | pos=3 | open=2040-12-05 14:40:00 | close=2040-12-05 17:10:00 | carousel=UNASSIGNED
2040-12-05 17:50:00 | TR2726 | Wide | pos=3 | open=2040-12-05 14:50:00 | close=2040-12-05 17:20:00 | carousel=UNASSIGNED
2040-12-05 18:00:00 | TR2108 | Wide | pos=3 | open=2040-12-05 15:00:00 | close=2040-12-05 17:30:00 | carousel=UNASSIGNED
2040-12-05 18:00:00 | TR76 | Wide | pos=3 | open=2040-12-05 15:00:00 | close=2040-12-05 17:30:00 | carousel=UNASSIGNED
2040-12-05 18:05:00 | TR2968 | Wide | pos=3 | open=2040-12-05 15:05:00 | close=2040-12-05 17:35:00 | carousel=UNASSIGNED
2040-12-05 18:10:00 | TR2272 | Wide | pos=3 | open=2040-12-05 15:10:00 | close=2040-12-05 17:40:00 | carousel=UNASSIGNED
2040-12-05 18:15:00 | TR3639 | Wide | pos=3 | open=2040-12-05 15:15:00 | close=2040-12-05 17:45:00 | carousel=UNASSIGNED
2040-12-05 18:20:00 | TR2158 | Wide | pos=3 | open=2040-12-05 15:20:00 | close=2040-12-05 17:50:00 | carousel=UNASSIGNED
2040-12-05 18:35:00 | TR1974 | Wide | pos=3 | open=2040-12-05 15:35:00 | close=2040-12-05 18:05:00 | carousel=UNASSIGNED
2040-12-05 18:50:00 | TR2426 | Wide | pos=3 | open=2040-12-05 15:50:00 | close=2040-12-05 18:20:00 | carousel=UNASSIGNED
2040-12-05 19:00:00 | TR2952 | Wide | pos=3 | open=2040-12-05 16:00:00 | close=2040-12-05 18:30:00 | carousel=UNASSIGNED
2040-12-05 19:00:00 | TR78 | Wide | pos=3 | open=2040-12-05 16:00:00 | close=2040-12-05 18:30:00 | carousel=UNASSIGNED
2040-12-05 19:00:00 | TR70 | Wide | pos=3 | open=2040-12-05 16:00:00 | close=2040-12-05 18:30:00 | carousel=UNASSIGNED
2040-12-05 19:10:00 | TR2466 | Wide | pos=3 | open=2040-12-05 16:10:00 | close=2040-12-05 18:40:00 | carousel=UNASSIGNED
2040-12-05 19:15:00 | TR1972 | Wide | pos=3 | open=2040-12-05 16:15:00 | close=2040-12-05 18:45:00 | carousel=UNASSIGNED
2040-12-05 19:15:00 | TR72 | Wide | pos=3 | open=2040-12-05 16:15:00 | close=2040-12-05 18:45:00 | carousel=UNASSIGNED
2040-12-05 19:15:00 | TR2332 | Wide | pos=3 | open=2040-12-05 16:15:00 | close=2040-12-05 18:45:00 | carousel=UNASSIGNED
2040-12-05 19:20:00 | TR3649 | Wide | pos=3 | open=2040-12-05 16:20:00 | close=2040-12-05 18:50:00 | carousel=UNASSIGNED
2040-12-05 19:25:00 | TR90 | Wide | pos=3 | open=2040-12-05 16:25:00 | close=2040-12-05 18:55:00 | carousel=UNASSIGNED
2040-12-05 19:30:00 | TR68 | Wide | pos=3 | open=2040-12-05 16:30:00 | close=2040-12-05 19:00:00 | carousel=UNASSIGNED
2040-12-05 19:30:00 | TZ3627 | Narrow | pos=7 | open=2040-12-05 16:30:00 | close=2040-12-05 19:00:00 | carousel=UNASSIGNED
2040-12-05 19:30:00 | TR1970 | Wide | pos=3 | open=2040-12-05 16:30:00 | close=2040-12-05 19:00:00 | carousel=UNASSIGNED
2040-12-05 19:40:00 | TR1998 | Wide | pos=3 | open=2040-12-05 16:40:00 | close=2040-12-05 19:10:00 | carousel=UNASSIGNED
2040-12-05 19:55:00 | TR3645 | Wide | pos=3 | open=2040-12-05 16:55:00 | close=2040-12-05 19:25:00 | carousel=UNASSIGNED
2040-12-05 20:00:00 | TZ3625 | Narrow | pos=7 | open=2040-12-05 17:00:00 | close=2040-12-05 19:30:00 | carousel=UNASSIGNED
2040-12-05 20:00:00 | TZ3623 | Narrow | pos=7 | open=2040-12-05 17:00:00 | close=2040-12-05 19:30:00 | carousel=UNASSIGNED
2040-12-05 20:00:00 | TZ504 | Narrow | pos=7 | open=2040-12-05 17:00:00 | close=2040-12-05 19:30:00 | carousel=UNASSIGNED
2040-12-05 20:00:00 | MI6 | Wide | pos=3 | open=2040-12-05 17:00:00 | close=2040-12-05 19:30:00 | carousel=UNASSIGNED
2040-12-05 20:10:00 | TZ502 | Narrow | pos=7 | open=2040-12-05 17:10:00 | close=2040-12-05 19:40:00 | carousel=UNASSIGNED
2040-12-05 20:10:00 | TR2638 | Wide | pos=3 | open=2040-12-05 17:10:00 | close=2040-12-05 19:40:00 | carousel=UNASSIGNED
2040-12-05 20:15:00 | TR3641 | Wide | pos=3 | open=2040-12-05 17:15:00 | close=2040-12-05 19:45:00 | carousel=UNASSIGNED
2040-12-05 20:15:00 | TZ3619 | Narrow | pos=7 | open=2040-12-05 17:15:00 | close=2040-12-05 19:45:00 | carousel=UNASSIGNED
2040-12-05 20:15:00 | TZ3605 | Narrow | pos=7 | open=2040-12-05 17:15:00 | close=2040-12-05 19:45:00 | carousel=UNASSIGNED
2040-12-05 20:30:00 | TR2468 | Wide | pos=3 | open=2040-12-05 17:30:00 | close=2040-12-05 20:00:00 | carousel=UNASSIGNED
2040-12-05 20:30:00 | TR3651 | Wide | pos=3 | open=2040-12-05 17:30:00 | close=2040-12-05 20:00:00 | carousel=UNASSIGNED
2040-12-05 20:30:00 | TR3661 | Wide | pos=3 | open=2040-12-05 17:30:00 | close=2040-12-05 20:00:00 | carousel=UNASSIGNED
2040-12-05 20:30:00 | TR1966 | Wide | pos=3 | open=2040-12-05 17:30:00 | close=2040-12-05 20:00:00 | carousel=UNASSIGNED
2040-12-05 20:40:00 | TR3663 | Wide | pos=3 | open=2040-12-05 17:40:00 | close=2040-12-05 20:10:00 | carousel=UNASSIGNED
2040-12-05 20:55:00 | TR3617 | Wide | pos=3 | open=2040-12-05 17:55:00 | close=2040-12-05 20:25:00 | carousel=UNASSIGNED
2040-12-05 20:55:00 | TR3613 | Wide | pos=3 | open=2040-12-05 17:55:00 | close=2040-12-05 20:25:00 | carousel=UNASSIGNED
2040-12-05 21:00:00 | TZ224 | Narrow | pos=7 | open=2040-12-05 18:00:00 | close=2040-12-05 20:30:00 | carousel=UNASSIGNED
2040-12-05 21:10:00 | TZ3613 | Narrow | pos=7 | open=2040-12-05 18:10:00 | close=2040-12-05 20:40:00 | carousel=UNASSIGNED
2040-12-05 21:15:00 | TR2664 | Wide | pos=3 | open=2040-12-05 18:15:00 | close=2040-12-05 20:45:00 | carousel=UNASSIGNED
2040-12-05 21:25:00 | TZ3615 | Narrow | pos=7 | open=2040-12-05 18:25:00 | close=2040-12-05 20:55:00 | carousel=UNASSIGNED
2040-12-05 21:30:00 | TR3655 | Wide | pos=3 | open=2040-12-05 18:30:00 | close=2040-12-05 21:00:00 | carousel=UNASSIGNED
2040-12-05 21:40:00 | TR2988 | Wide | pos=3 | open=2040-12-05 18:40:00 | close=2040-12-05 21:10:00 | carousel=UNASSIGNED
2040-12-05 22:00:00 | TZ2406 | Narrow | pos=7 | open=2040-12-05 19:00:00 | close=2040-12-05 21:30:00 | carousel=UNASSIGNED
2040-12-05 22:00:00 | TR3657 | Wide | pos=3 | open=2040-12-05 19:00:00 | close=2040-12-05 21:30:00 | carousel=UNASSIGNED
2040-12-05 22:15:00 | TR2652 | Wide | pos=3 | open=2040-12-05 19:15:00 | close=2040-12-05 21:45:00 | carousel=UNASSIGNED
2040-12-05 22:25:00 | TZ6 | Narrow | pos=7 | open=2040-12-05 19:25:00 | close=2040-12-05 21:55:00 | carousel=UNASSIGNED
2040-12-05 22:30:00 | TR2624 | Wide | pos=3 | open=2040-12-05 19:30:00 | close=2040-12-05 22:00:00 | carousel=UNASSIGNED
2040-12-05 22:50:00 | TR2648 | Wide | pos=3 | open=2040-12-05 19:50:00 | close=2040-12-05 22:20:00 | carousel=UNASSIGNED
2040-12-05 22:55:00 | TR2636 | Wide | pos=3 | open=2040-12-05 19:55:00 | close=2040-12-05 22:25:00 | carousel=UNASSIGNED
2040-12-05 23:00:00 | TR2668 | Wide | pos=3 | open=2040-12-05 20:00:00 | close=2040-12-05 22:30:00 | carousel=UNASSIGNED
2040-12-06 00:45:00 | TZ202 | Narrow | pos=7 | open=2040-12-05 21:45:00 | close=2040-12-06 00:15:00 | carousel=UNASSIGNED
2040-12-06 00:55:00 | TR2728 | Wide | pos=3 | open=2040-12-05 21:55:00 | close=2040-12-06 00:25:00 | carousel=UNASSIGNED
2040-12-06 01:00:00 | TZ22 | Narrow | pos=7 | open=2040-12-05 22:00:00 | close=2040-12-06 00:30:00 | carousel=UNASSIGNED
2040-12-06 01:35:00 | TZ1908 | Narrow | pos=7 | open=2040-12-05 22:35:00 | close=2040-12-06 01:05:00 | carousel=UNASSIGNED
2040-12-06 01:35:00 | TZ1904 | Narrow | pos=7 | open=2040-12-05 22:35:00 | close=2040-12-06 01:05:00 | carousel=UNASSIGNED
