2040-12-05 00:45:00 | TZ202 | Wide | pos=7 | open=2040-12-04 22:15:00 | close=2040-12-05 00:15:00 | carousel=MUC101
2040-12-05 08:10:00 | TR2274 | Narrow | pos=3 | open=2040-12-05 05:40:00 | close=2040-12-05 07:40:00 | carousel=MUC101
2040-12-05 08:15:00 | TR1994 | Narrow | pos=3 | open=2040-12-05 05:45:00 | close=2040-12-05 07:45:00 | carousel=UNASSIGNED
2040-12-05 08:20:00 | MI3640 | Narrow | pos=3 | open=2040-12-05 05:50:00 | close=2040-12-05 07:50:00 | carousel=UNASSIGNED
2040-12-05 08:20:00 | TR2782 | Narrow | pos=3 | open=2040-12-05 05:50:00 | close=2040-12-05 07:50:00 | carousel=UNASSIGNED
2040-12-05 08:20:00 | MI2493 | Narrow | pos=3 | open=2040-12-05 05:50:00 | close=2040-12-05 07:50:00 | carousel=UNASSIGNED
2040-12-05 08:25:00 | TR2106 | Narrow | pos=3 | open=2040-12-05 05:55:00 | close=2040-12-05 07:55:00 | carousel=UNASSIGNED
2040-12-05 08:30:00 | TR3611 | Narrow | pos=3 | open=2040-12-05 06:00:00 | close=2040-12-05 08:00:00 | carousel=UNASSIGNED
2040-12-05 08:30:00 | MI802 | Narrow | pos=3 | open=2040-12-05 06:00:00 | close=2040-12-05 08:00:00 | carousel=MUC207
2040-12-05 08:30:00 | TR94 | Narrow | pos=3 | open=2040-12-05 06:00:00 | close=2040-12-05 08:00:00 | carousel=MUC206
2040-12-05 08:30:00 | MI1979 | Narrow | pos=3 | open=2040-12-05 06:00:00 | close=2040-12-05 08:00:00 | carousel=UNASSIGNED
2040-12-05 08:30:00 | MI162 | Narrow | pos=3 | open=2040-12-05 06:00:00 | close=2040-12-05 08:00:00 | carousel=UNASSIGNED
2040-12-05 08:30:00 | MI3624 | Narrow | pos=3 | open=2040-12-05 06:00:00 | close=2040-12-05 08:00:00 | carousel=UNASSIGNED
2040-12-05 08:35:00 | TR2662 | Narrow | pos=3 | open=2040-12-05 06:05:00 | close=2040-12-05 08:05:00 | carousel=UNASSIGNED
2040-12-05 08:50:00 | TZ5513 | Wide | pos=7 | open=2040-12-05 06:20:00 | close=2040-12-05 08:20:00 | carousel=MUC208
2040-12-05 08:55:00 | TR2994 | Narrow | pos=3 | open=2040-12-05 06:25:00 | close=2040-12-05 08:25:00 | carousel=UNASSIGNED
2040-12-05 09:00:00 | TR92 | Narrow | pos=3 | open=2040-12-05 06:30:00 | close=2040-12-05 08:30:00 | carousel=MUC209
2040-12-05 09:00:00 | TR2428 | Narrow | pos=3 | open=2040-12-05 06:30:00 | close=2040-12-05 08:30:00 | carousel=MUC104
2040-12-05 09:00:00 | MI588 | Narrow | pos=3 | open=2040-12-05 06:30:00 | close=2040-12-05 08:30:00 | carousel=MUC201
2040-12-05 09:05:00 | MI3633 | Narrow | pos=3 | open=2040-12-05 06:35:00 | close=2040-12-05 08:35:00 | carousel=MUC210
2040-12-05 09:10:00 | MI412 | Narrow | pos=3 | open=2040-12-05 06:40:00 | close=2040-12-05 08:40:00 | carousel=MUC202
2040-12-05 09:25:00 | MI296 | Narrow | pos=3 | open=2040-12-05 06:55:00 | close=2040-12-05 08:55:00 | carousel=MUC105
2040-12-05 09:30:00 | TR1988 | Narrow | pos=3 | open=2040-12-05 07:00:00 | close=2040-12-05 09:00:00 | carousel=MUC106
2040-12-05 09:35:00 | TR2502 | Narrow | pos=3 | open=2040-12-05 07:05:00 | close=2040-12-05 09:05:00 | carousel=MUC108
2040-12-05 09:35:00 | TR3603 | Narrow | pos=3 | open=2040-12-05 07:05:00 | close=2040-12-05 09:05:00 | carousel=MUC107
2040-12-05 09:45:00 | TR2454 | Narrow | pos=3 | open=2040-12-05 07:15:00 | close=2040-12-05 09:15:00 | carousel=MUC109
2040-12-05 10:00:00 | TR2308 | Narrow | pos=3 | open=2040-12-05 07:30:00 | close=2040-12-05 09:30:00 | carousel=MUC110
2040-12-05 10:00:00 | TR2916 | Narrow | pos=3 | open=2040-12-05 07:30:00 | close=2040-12-05 09:30:00 | carousel=MUC203
2040-12-05 10:05:00 | TR2182 | Narrow | pos=3 | open=2040-12-05 07:35:00 | close=2040-12-05 09:35:00 | carousel=MUC204
2040-12-05 10:10:00 | TZ5501 | Wide | pos=7 | open=2040-12-05 07:40:00 | close=2040-12-05 09:40:00 | carousel=MUC205
2040-12-05 10:10:00 | TZ5503 | Wide | pos=7 | open=2040-12-05 07:40:00 | close=2040-12-05 09:40:00 | carousel=MUC101
2040-12-05 10:15:00 | TR2278 | Narrow | pos=3 | open=2040-12-05 07:45:00 | close=2040-12-05 09:45:00 | carousel=MUC102
2040-12-05 10:20:00 | TR2154 | Narrow | pos=3 | open=2040-12-05 07:50:00 | close=2040-12-05 09:50:00 | carousel=MUC103
2040-12-05 10:25:00 | TR3659 | Narrow | pos=3 | open=2040-12-05 07:55:00 | close=2040-12-05 09:55:00 | carousel=MUC208
2040-12-05 10:25:00 | TZ82 | Wide | pos=7 | open=2040-12-05 07:55:00 | close=2040-12-05 09:55:00 | carousel=MUC104
2040-12-05 10:30:00 | TR1984 | Narrow | pos=3 | open=2040-12-05 08:00:00 | close=2040-12-05 10:00:00 | carousel=MUC101
2040-12-05 10:45:00 | TZ3602 | Wide | pos=7 | open=2040-12-05 08:15:00 | close=2040-12-05 10:15:00 | carousel=MUC102
2040-12-05 11:00:00 | TR2742 | Narrow | pos=3 | open=2040-12-05 08:30:00 | close=2040-12-05 10:30:00 | carousel=MUC104
2040-12-05 11:00:00 | TZ226 | Wide | pos=7 | open=2040-12-05 08:30:00 | close=2040-12-05 10:30:00 | carousel=MUC210
2040-12-05 11:00:00 | TR2640 | Narrow | pos=3 | open=2040-12-05 08:30:00 | close=2040-12-05 10:30:00 | carousel=MUC209
2040-12-05 11:25:00 | TZ5511 | Wide | pos=7 | open=2040-12-05 08:55:00 | close=2040-12-05 10:55:00 | carousel=MUC201
2040-12-05 11:55:00 | TR2176 | Narrow | pos=3 | open=2040-12-05 09:25:00 | close=2040-12-05 11:25:00 | carousel=MUC105
2040-12-05 12:00:00 | TR84 | Narrow | pos=3 | open=2040-12-05 09:30:00 | close=2040-12-05 11:30:00 | carousel=MUC106
2040-12-05 12:00:00 | TR3631 | Narrow | pos=3 | open=2040-12-05 09:30:00 | close=2040-12-05 11:30:00 | carousel=MUC107
2040-12-05 12:00:00 | TR2996 | Narrow | pos=3 | open=2040-12-05 09:30:00 | close=2040-12-05 11:30:00 | carousel=MUC108
2040-12-05 12:15:00 | TZ5525 | Wide | pos=7 | open=2040-12-05 09:45:00 | close=2040-12-05 11:45:00 | carousel=MUC109
2040-12-05 12:15:00 | TZ206 | Wide | pos=7 | open=2040-12-05 09:45:00 | close=2040-12-05 11:45:00 | carousel=MUC202
2040-12-05 12:30:00 | TZ8 | Wide | pos=7 | open=2040-12-05 10:00:00 | close=2040-12-05 12:00:00 | carousel=MUC203
2040-12-05 12:35:00 | TR2104 | Narrow | pos=3 | open=2040-12-05 10:05:00 | close=2040-12-05 12:05:00 | carousel=MUC110
2040-12-05 12:50:00 | TR3615 | Narrow | pos=3 | open=2040-12-05 10:20:00 | close=2040-12-05 12:20:00 | carousel=MUC204
2040-12-05 12:50:00 | TR3647 | Narrow | pos=3 | open=2040-12-05 10:20:00 | close=2040-12-05 12:20:00 | carousel=MUC205
2040-12-05 12:55:00 | TR2904 | Narrow | pos=3 | open=2040-12-05 10:25:00 | close=2040-12-05 12:25:00 | carousel=MUC101
2040-12-05 13:00:00 | TR2324 | Narrow | pos=3 | open=2040-12-05 10:30:00 | close=2040-12-05 12:30:00 | carousel=MUC102
2040-12-05 13:00:00 | TR8 | Narrow | pos=3 | open=2040-12-05 10:30:00 | close=2040-12-05 12:30:00 | carousel=MUC206
2040-12-05 13:20:00 | TR3629 | Narrow | pos=3 | open=2040-12-05 10:50:00 | close=2040-12-05 12:50:00 | carousel=MUC207
2040-12-05 13:20:00 | TR2132 | Narrow | pos=3 | open=2040-12-05 10:50:00 | close=2040-12-05 12:50:00 | carousel=MUC208
2040-12-05 13:35:00 | TR3669 | Narrow | pos=3 | open=2040-12-05 11:05:00 | close=2040-12-05 13:05:00 | carousel=MUC209
2040-12-05 14:00:00 | TZ5515 | Wide | pos=7 | open=2040-12-05 11:30:00 | close=2040-12-05 13:30:00 | carousel=MUC104
2040-12-05 14:00:00 | TR2066 | Narrow | pos=3 | open=2040-12-05 11:30:00 | close=2040-12-05 13:30:00 | carousel=MUC103
2040-12-05 14:00:00 | TZ3607 | Wide | pos=7 | open=2040-12-05 11:30:00 | close=2040-12-05 13:30:00 | carousel=MUC210
2040-12-05 14:00:00 | TR2702 | Narrow | pos=3 | open=2040-12-05 11:30:00 | close=2040-12-05 13:30:00 | carousel=MUC105
2040-12-05 14:30:00 | TR80 | Narrow | pos=3 | open=2040-12-05 12:00:00 | close=2040-12-05 14:00:00 | carousel=MUC106
2040-12-05 14:30:00 | TR2424 | Narrow | pos=3 | open=2040-12-05 12:00:00 | close=2040-12-05 14:00:00 | carousel=MUC201
2040-12-05 14:40:00 | TR2458 | Narrow | pos=3 | open=2040-12-05 12:10:00 | close=2040-12-05 14:10:00 | carousel=MUC107
2040-12-05 15:20:00 | TR2288 | Narrow | pos=3 | open=2040-12-05 12:50:00 | close=2040-12-05 14:50:00 | carousel=MUC108
2040-12-05 15:20:00 | TR2482 | Narrow | pos=3 | open=2040-12-05 12:50:00 | close=2040-12-05 14:50:00 | carousel=MUC202
2040-12-05 15:30:00 | TR2328 | Narrow | pos=3 | open=2040-12-05 13:00:00 | close=2040-12-05 15:00:00 | carousel=MUC110
2040-12-05 15:30:00 | TR2112 | Narrow | pos=3 | open=2040-12-05 13:00:00 | close=2040-12-05 15:00:00 | carousel=MUC109
2040-12-05 15:55:00 | TR2476 | Narrow | pos=3 | open=2040-12-05 13:25:00 | close=2040-12-05 15:25:00 | carousel=MUC205
2040-12-05 16:00:00 | TR1978 | Narrow | pos=3 | open=2040-12-05 13:30:00 | close=2040-12-05 15:30:00 | carousel=MUC203
2040-12-05 16:05:00 | TZ5509 | Wide | pos=7 | open=2040-12-05 13:35:00 | close=2040-12-05 15:35:00 | carousel=MUC206
2040-12-05 16:15:00 | TR1976 | Narrow | pos=3 | open=2040-12-05 13:45:00 | close=2040-12-05 15:45:00 | carousel=MUC204
2040-12-05 16:20:00 | TR3607 | Narrow | pos=3 | open=2040-12-05 13:50:00 | close=2040-12-05 15:50:00 | carousel=MUC207
2040-12-05 16:35:00 | TR2464 | Narrow | pos=3 | open=2040-12-05 14:05:00 | close=2040-12-05 16:05:00 | carousel=MUC101
2040-12-05 16:45:00 | TZ5517 | Wide | pos=7 | open=2040-12-05 14:15:00 | close=2040-12-05 16:15:00 | carousel=MUC102
2040-12-05 17:00:00 | TR3653 | Narrow | pos=3 | open=2040-12-05 14:30:00 | close=2040-12-05 16:30:00 | carousel=MUC209
2040-12-05 17:00:00 | TR2068 | Narrow | pos=3 | open=2040-12-05 14:30:00 | close=2040-12-05 16:30:00 | carousel=MUC208
2040-12-05 17:10:00 | TZ108 | Wide | pos=7 | open=2040-12-05 14:40:00 | close=2040-12-05 16:40:00 | carousel=MUC103
2040-12-05 17:30:00 | TR2656 | Narrow | pos=3 | open=2040-12-05 15:00:00 | close=2040-12-05 17:00:00 | carousel=MUC210
2040-12-05 17:35:00 | TZ302 | Wide | pos=7 | open=2040-12-05 15:05:00 | close=2040-12-05 17:05:00 | carousel=MUC105
2040-12-05 17:35:00 | TR3637 | Narrow | pos=3 | open=2040-12-05 15:05:00 | close=2040-12-05 17:05:00 | carousel=MUC201
2040-12-05 17:35:00 | TZ336 | Wide | pos=7 | open=2040-12-05 15:05:00 | close=2040-12-05 17:05:00 | carousel=MUC104
2040-12-05 17:40:00 | TR3666 | Narrow | pos=3 | open=2040-12-05 15:10:00 | close=2040-12-05 17:10:00 | carousel=MUC106
2040-12-05 17:50:00 | TR2726 | Narrow | pos=3 | open=2040-12-05 15:20:00 | close=2040-12-05 17:20:00 | carousel=MUC107
2040-12-05 18:00:00 | TR2108 | Narrow | pos=3 | open=2040-12-05 15:30:00 | close=2040-12-05 17:30:00 | carousel=MUC108
2040-12-05 18:00:00 | TR76 | Narrow | pos=3 | open=2040-12-05 15:30:00 | close=2040-12-05 17:30:00 | carousel=MUC109
2040-12-05 18:05:00 | TR2968 | Narrow | pos=3 | open=2040-12-05 15:35:00 | close=2040-12-05 17:35:00 | carousel=MUC202
2040-12-05 18:10:00 | TR2272 | Narrow | pos=3 | open=2040-12-05 15:40:00 | close=2040-12-05 17:40:00 | carousel=MUC110
2040-12-05 18:15:00 | TR3639 | Narrow | pos=3 | open=2040-12-05 15:45:00 | close=2040-12-05 17:45:00 | carousel=MUC203
2040-12-05 18:20:00 | TR2158 | Narrow | pos=3 | open=2040-12-05 15:50:00 | close=2040-12-05 17:50:00 | carousel=MUC204
2040-12-05 18:35:00 | TR1974 | Narrow | pos=3 | open=2040-12-05 16:05:00 | close=2040-12-05 18:05:00 | carousel=MUC205
2040-12-05 18:50:00 | TR2426 | Narrow | pos=3 | open=2040-12-05 16:20:00 | close=2040-12-05 18:20:00 | carousel=MUC101
2040-12-05 19:00:00 | TR70 | Narrow | pos=3 | open=2040-12-05 16:30:00 | close=2040-12-05 18:30:00 | carousel=MUC207
2040-12-05 19:00:00 | TR2952 | Narrow | pos=3 | open=2040-12-05 16:30:00 | close=2040-12-05 18:30:00 | carousel=MUC102
2040-12-05 19:00:00 | TR78 | Narrow | pos=3 | open=2040-12-05 16:30:00 | close=2040-12-05 18:30:00 | carousel=MUC206
2040-12-05 19:10:00 | TR2466 | Narrow | pos=3 | open=2040-12-05 16:40:00 | close=2040-12-05 18:40:00 | carousel=MUC208
2040-12-05 19:15:00 | TR1972 | Narrow | pos=3 | open=2040-12-05 16:45:00 | close=2040-12-05 18:45:00 | carousel=MUC103
2040-12-05 19:15:00 | TR72 | Narrow | pos=3 | open=2040-12-05 16:45:00 | close=2040-12-05 18:45:00 | carousel=MUC209
2040-12-05 19:15:00 | TR2332 | Narrow | pos=3 | open=2040-12-05 16:45:00 | close=2040-12-05 18:45:00 | carousel=MUC104
2040-12-05 19:20:00 | TR3649 | Narrow | pos=3 | open=2040-12-05 16:50:00 | close=2040-12-05 18:50:00 | carousel=MUC105
2040-12-05 19:25:00 | TR90 | Narrow | pos=3 | open=2040-12-05 16:55:00 | close=2040-12-05 18:55:00 | carousel=UNASSIGNED
2040-12-05 19:30:00 | TR68 | Narrow | pos=3 | open=2040-12-05 17:00:00 | close=2040-12-05 19:00:00 | carousel=UNASSIGNED
2040-12-05 19:30:00 | TR1970 | Narrow | pos=3 | open=2040-12-05 17:00:00 | close=2040-12-05 19:00:00 | carousel=UNASSIGNED
2040-12-05 19:30:00 | TZ3627 | Wide | pos=7 | open=2040-12-05 17:00:00 | close=2040-12-05 19:00:00 | carousel=MUC106
2040-12-05 19:40:00 | TR1998 | Narrow | pos=3 | open=2040-12-05 17:10:00 | close=2040-12-05 19:10:00 | carousel=MUC210
2040-12-05 19:55:00 | TR3645 | Narrow | pos=3 | open=2040-12-05 17:25:00 | close=2040-12-05 19:25:00 | carousel=MUC201
2040-12-05 20:00:00 | TZ3625 | Wide | pos=7 | open=2040-12-05 17:30:00 | close=2040-12-05 19:30:00 | carousel=MUC202
2040-12-05 20:00:00 | TZ3623 | Wide | pos=7 | open=2040-12-05 17:30:00 | close=2040-12-05 19:30:00 | carousel=MUC105
2040-12-05 20:00:00 | MI6 | Narrow | pos=3 | open=2040-12-05 17:30:00 | close=2040-12-05 19:30:00 | carousel=MUC106
2040-12-05 20:00:00 | TZ504 | Wide | pos=7 | open=2040-12-05 17:30:00 | close=2040-12-05 19:30:00 | carousel=MUC203
2040-12-05 20:10:00 | TZ502 | Wide | pos=7 | open=2040-12-05 17:40:00 | close=2040-12-05 19:40:00 | carousel=MUC204
2040-12-05 20:10:00 | TR2638 | Narrow | pos=3 | open=2040-12-05 17:40:00 | close=2040-12-05 19:40:00 | carousel=MUC202
2040-12-05 20:15:00 | TR3641 | Narrow | pos=3 | open=2040-12-05 17:45:00 | close=2040-12-05 19:45:00 | carousel=MUC108
2040-12-05 20:15:00 | TZ3619 | Wide | pos=7 | open=2040-12-05 17:45:00 | close=2040-12-05 19:45:00 | carousel=MUC109
2040-12-05 20:15:00 | TZ3605 | Wide | pos=7 | open=2040-12-05 17:45:00 | close=2040-12-05 19:45:00 | carousel=MUC107
2040-12-05 20:30:00 | TR3661 | Narrow | pos=3 | open=2040-12-05 18:00:00 | close=2040-12-05 20:00:00 | carousel=MUC110
2040-12-05 20:30:00 | TR1966 | Narrow | pos=3 | open=2040-12-05 18:00:00 | close=2040-12-05 20:00:00 | carousel=MUC204
2040-12-05 20:30:00 | TR2468 | Narrow | pos=3 | open=2040-12-05 18:00:00 | close=2040-12-05 20:00:00 | carousel=MUC203
2040-12-05 20:30:00 | TR3651 | Narrow | pos=3 | open=2040-12-05 18:00:00 | close=2040-12-05 20:00:00 | carousel=MUC107
2040-12-05 20:40:00 | TR3663 | Narrow | pos=3 | open=2040-12-05 18:10:00 | close=2040-12-05 20:10:00 | carousel=MUC109
2040-12-05 20:55:00 | TR3617 | Narrow | pos=3 | open=2040-12-05 18:25:00 | close=2040-12-05 20:25:00 | carousel=UNASSIGNED
2040-12-05 20:55:00 | TR3613 | Narrow | pos=3 | open=2040-12-05 18:25:00 | close=2040-12-05 20:25:00 | carousel=MUC205
2040-12-05 21:00:00 | TZ224 | Wide | pos=7 | open=2040-12-05 18:30:00 | close=2040-12-05 20:30:00 | carousel=MUC101
2040-12-05 21:10:00 | TZ3613 | Wide | pos=7 | open=2040-12-05 18:40:00 | close=2040-12-05 20:40:00 | carousel=MUC206
2040-12-05 21:15:00 | TR2664 | Narrow | pos=3 | open=2040-12-05 18:45:00 | close=2040-12-05 20:45:00 | carousel=MUC102
2040-12-05 21:25:00 | TZ3615 | Wide | pos=7 | open=2040-12-05 18:55:00 | close=2040-12-05 20:55:00 | carousel=MUC103
2040-12-05 21:30:00 | TR3655 | Narrow | pos=3 | open=2040-12-05 19:00:00 | close=2040-12-05 21:00:00 | carousel=MUC207
2040-12-05 21:40:00 | TR2988 | Narrow | pos=3 | open=2040-12-05 19:10:00 | close=2040-12-05 21:10:00 | carousel=MUC208
2040-12-05 22:00:00 | TR3657 | Narrow | pos=3 | open=2040-12-05 19:30:00 | close=2040-12-05 21:30:00 | carousel=MUC104
2040-12-05 22:00:00 | TZ2406 | Wide | pos=7 | open=2040-12-05 19:30:00 | close=2040-12-05 21:30:00 | carousel=MUC209
2040-12-05 22:15:00 | TR2652 | Narrow | pos=3 | open=2040-12-05 19:45:00 | close=2040-12-05 21:45:00 | carousel=MUC201
2040-12-05 22:25:00 | TZ6 | Wide | pos=7 | open=2040-12-05 19:55:00 | close=2040-12-05 21:55:00 | carousel=MUC210
2040-12-05 22:30:00 | TR2624 | Narrow | pos=3 | open=2040-12-05 20:00:00 | close=2040-12-05 22:00:00 | carousel=MUC105
2040-12-05 22:50:00 | TR2648 | Narrow | pos=3 | open=2040-12-05 20:20:00 | close=2040-12-05 22:20:00 | carousel=MUC106
2040-12-05 22:55:00 | TR2636 | Narrow | pos=3 | open=2040-12-05 20:25:00 | close=2040-12-05 22:25:00 | carousel=MUC107
2040-12-05 23:00:00 | TR2668 | Narrow | pos=3 | open=2040-12-05 20:30:00 | close=2040-12-05 22:30:00 | carousel=MUC108
2040-12-06 00:45:00 | TZ202 | Wide | pos=7 | open=2040-12-05 22:15:00 | close=2040-12-06 00:15:00 | carousel=MUC202
2040-12-06 00:55:00 | TR2728 | Narrow | pos=3 | open=2040-12-05 22:25:00 | close=2040-12-06 00:25:00 | carousel=MUC109
2040-12-06 01:00:00 | TZ22 | Wide | pos=7 | open=2040-12-05 22:30:00 | close=2040-12-06 00:30:00 | carousel=MUC203
2040-12-06 01:35:00 | TZ1908 | Wide | pos=7 | open=2040-12-05 23:05:00 | close=2040-12-06 01:05:00 | carousel=MUC205
2040-12-06 01:35:00 | TZ1906 | Wide | pos=7 | open=2040-12-05 23:05:00 | close=2040-12-06 01:05:00 | carousel=MUC110
2040-12-06 01:35:00 | TZ88 | Wide | pos=7 | open=2040-12-05 23:05:00 | close=2040-12-06 01:05:00 | carousel=MUC102
2040-12-06 01:35:00 | TZ1904 | Wide | pos=7 | open=2040-12-05 23:05:00 | close=2040-12-06 01:05:00 | carousel=MUC101
2040-12-06 01:35:00 | TZ1902 | Wide | pos=7 | open=2040-12-05 23:05:00 | close=2040-12-06 01:05:00 | carousel=MUC204
2040-12-06 01:45:00 | TZ228 | Wide | pos=7 | open=2040-12-05 23:15:00 | close=2040-12-06 01:15:00 | carousel=MUC206
2040-12-06 01:45:00 | TZ2 | Wide | pos=7 | open=2040-12-05 23:15:00 | close=2040-12-06 01:15:00 | carousel=MUC103
2040-12-06 01:55:00 | TZ220 | Wide | pos=7 | open=2040-12-05 23:25:00 | close=2040-12-06 01:25:00 | carousel=MUC207
2040-12-06 02:00:00 | TZ5507 | Wide | pos=7 | open=2040-12-05 23:30:00 | close=2040-12-06 01:30:00 | carousel=MUC208
2040-12-06 03:00:00 | TZ3617 | Wide | pos=7 | open=2040-12-06 00:30:00 | close=2040-12-06 02:30:00 | carousel=MUC104
